,POS,BIB,ATHLETE,COUNTRY,MARK,RxnTime,Race,Round,Gender,Year
827,,1356.0,Xiang LIU,CHNCHN,DNF,0.12300000000000001,110 m H,Heats,M,2012
828,,2664.0,Artur NOGA,POLPOL,DNF,0.17300000000000001,110 m H,Heats,M,2012
829,1.0,3246.0,Jason RICHARDSON,USAUSA,13.13 Q,0.16,110 m H,Semi,M,2012
830,2.0,1477.0,Orlando ORTEGA,CUBCUB,13.26 Q,0.151,110 m H,Semi,M,2012
831,3.0,1804.0,Lawrence CLARKE,GBRGBR,13.31 q,0.159,110 m H,Semi,M,2012
832,4.0,1136.0,Adrien DEGHELT,BELBEL,13.42,0.142,110 m H,Semi,M,2012
833,5.0,1748.0,Garfield DARIEN,FRAFRA,13.48,0.154,110 m H,Semi,M,2012
834,6.0,3042.0,Wayne C. DAVIS II,TTOTTO,13.49,0.165,110 m H,Semi,M,2012
835,7.0,1979.0,Konstadínos DOUVALÍDIS,GREGRE,13.77,0.146,110 m H,Semi,M,2012
836,,2548.0,Gregory SEDOC,NEDNED,DNF,0.18899999999999997,110 m H,Semi,M,2012
837,1.0,3236.0,Aries MERRITT,USAUSA,12.94 Q,0.147,110 m H,Semi,M,2012
838,2.0,1125.0,Ryan BRATHWAITE,BARBAR,13.23 Q,0.159,110 m H,Semi,M,2012
839,3.0,1363.0,Wenjun XIE,CHNCHN,13.34,0.158,110 m H,Semi,M,2012
840,4.0,1840.0,Andrew TURNER,GBRGBR,13.42,0.151,110 m H,Semi,M,2012
841,5.0,2572.0,Selim NURUDEEN,NGRNGR,13.55,0.153,110 m H,Semi,M,2012
842,6.0,1740.0,Dimitri BASCOU,FRAFRA,13.55,0.15,110 m H,Semi,M,2012
843,7.0,1421.0,Paulo VILLAR,COLCOL,13.63,0.177,110 m H,Semi,M,2012
844,8.0,2827.0,Konstantin SHABANOV,RUSRUS,13.65,0.154,110 m H,Semi,M,2012
845,,2183.0,Richard PHILLIPS,JAMJAM,DNF,0.146,110 m H,Semi,M,2012
846,1.0,1478.0,Dayron ROBLES,CUBCUB,13.10 Q,0.162,110 m H,Semi,M,2012
847,2.0,2182.0,Hansle PARCHMENT,JAMJAM,13.14 Q,0.172,110 m H,Semi,M,2012
848,3.0,2781.0,Lehann FOURIE,RSARSA,13.28 q,0.139,110 m H,Semi,M,2012
849,4.0,2127.0,Emanuele ABATE,ITAITA,13.35,0.15,110 m H,Semi,M,2012
850,5.0,3245.0,Jeff PORTER,USAUSA,13.41,0.153,110 m H,Semi,M,2012
851,6.0,2829.0,Sergey SHUBENKOV,RUSRUS,13.41,0.156,110 m H,Semi,M,2012
852,7.0,1162.0,Maksim LYNSHA,BLRBLR,13.45,0.16699999999999998,110 m H,Semi,M,2012
853,8.0,1750.0,Ladji DOUCOURÉ,FRAFRA,13.74,0.18899999999999997,110 m H,Semi,M,2012
854,1.0,3236.0,Aries MERRITT,USAUSA,12.92,0.14300000000000002,110 m H,Final,M,2012
855,2.0,3246.0,Jason RICHARDSON,USAUSA,13.04,0.19399999999999998,110 m H,Final,M,2012
856,3.0,2182.0,Hansle PARCHMENT,JAMJAM,13.12,0.172,110 m H,Final,M,2012
857,4.0,1804.0,Lawrence CLARKE,GBRGBR,13.39,0.16899999999999998,110 m H,Final,M,2012
858,5.0,1125.0,Ryan BRATHWAITE,BARBAR,13.4,0.163,110 m H,Final,M,2012
859,6.0,1477.0,Orlando ORTEGA,CUBCUB,13.43,0.135,110 m H,Final,M,2012
860,7.0,2781.0,Lehann FOURIE,RSARSA,13.53,0.136,110 m H,Final,M,2012
861,,1478.0,Dayron ROBLES,CUBCUB,DQ,0.159,110 m H,Final,M,2012
862,1.0,1369.0,Brianna ROLLINS,USA,12.48,0.158,100 m H,Final,F,2016
863,2.0,1321.0,Nia ALI,USA,12.59,0.154,100 m H,Final,F,2016
864,3.0,1330.0,Kristi CASTLIN,USA,12.61,0.152,100 m H,Final,F,2016
865,4.0,713.0,Cindy OFILI,GBR,12.63,0.161,100 m H,Final,F,2016
866,5.0,774.0,Cindy ROLEDER,GER,12.74,0.13,100 m H,Final,F,2016
867,6.0,362.0,Pedrya SEYMOUR,BAH,12.76,0.179,100 m H,Final,F,2016
868,7.0,719.0,Tiffany PORTER,GBR,12.76,0.142,100 m H,Final,F,2016
869,8.0,475.0,Phylicia GEORGE,CAN,12.89,0.14300000000000002,100 m H,Final,F,2016
870,1.0,1369.0,Brianna ROLLINS,USAUSA,12.47 Q,0.19699999999999998,100 m H,Semi,F,2016
871,2.0,362.0,Pedrya SEYMOUR,BAHBAH,12.64 Q,0.183,100 m H,Semi,F,2016
872,3.0,774.0,Cindy ROLEDER,GERGER,12.69 q,0.139,100 m H,Semi,F,2016
873,4.0,719.0,Tiffany PORTER,GBRGBR,12.82 q,0.131,100 m H,Semi,F,2016
874,5.0,907.0,Shermaine WILLIAMS,JAMJAM,12.86,0.156,100 m H,Semi,F,2016
875,6.0,561.0,Andrea IVANCEVIC,CROCRO,12.93,0.16399999999999998,100 m H,Semi,F,2016
876,7.0,677.0,Sandra GOMIS,FRAFRA,13.23,0.166,100 m H,Semi,F,2016
877,8.0,402.0,Alina TALAY,BLRBLR,13.66,0.14300000000000002,100 m H,Semi,F,2016
878,1.0,1321.0,Nia ALI,USAUSA,12.65 Q,0.156,100 m H,Semi,F,2016
879,2.0,475.0,Phylicia GEORGE,CANCAN,12.77 Q,0.139,100 m H,Semi,F,2016
880,3.0,1051.0,Oluwatobiloba AMUSAN,NGRNGR,12.91,0.146,100 m H,Semi,F,2016
881,4.0,752.0,Nadine HILDEBRAND,GERGER,12.95,0.14800000000000002,100 m H,Semi,F,2016
882,5.0,1211.0,Clélia REUSE-RARD,SUISUI,12.96,0.156,100 m H,Semi,F,2016
883,6.0,659.0,Nooralotta NEZIRI,FINFIN,13.04,0.151,100 m H,Semi,F,2016
884,7.0,909.0,Nickiesha WILSON,JAMJAM,13.14,0.13699999999999998,100 m H,Semi,F,2016
885,,1140.0,Jasmine CAMACHO-QUINN,PURPUR,DQ R 168.7b,0.166,100 m H,Semi,F,2016
886,1.0,1330.0,Kristi CASTLIN,USAUSA,12.63 Q,0.154,100 m H,Semi,F,2016
887,2.0,713.0,Cindy OFILI,GBRGBR,12.71 Q,0.196,100 m H,Semi,F,2016
888,3.0,1073.0,Isabelle PEDERSEN,NORNOR,12.88,0.14,100 m H,Semi,F,2016
889,4.0,740.0,Pamela DUTKIEWICZ,GERGER,12.92,0.10300000000000001,100 m H,Semi,F,2016
890,5.0,898.0,Megan SIMMONDS,JAMJAM,12.95,0.174,100 m H,Semi,F,2016
891,6.0,668.0,Cindy BILLAUD,FRAFRA,13.03,0.132,100 m H,Semi,F,2016
892,,477.0,Nikkita HOLDER,CANCAN,DQ R 168.7b,0.146,100 m H,Semi,F,2016
893,,381.0,Anne ZAGRE,BELBEL,DQ R 168.7b,0.152,100 m H,Semi,F,2016
894,1.0,1330.0,Kristi CASTLIN,USAUSA,12.68 Q,0.142,100 m H,Heats,F,2016
895,2.0,381.0,Anne ZAGRE,BELBEL,12.85 Q,0.158,100 m H,Heats,F,2016
896,3.0,659.0,Nooralotta NEZIRI,FINFIN,12.88 Q,0.14400000000000002,100 m H,Heats,F,2016
897,4.0,907.0,Shermaine WILLIAMS,JAMJAM,12.95 q,0.161,100 m H,Heats,F,2016
898,5.0,1225.0,Susanna KALLUR,SWESWE,13.04,0.182,100 m H,Heats,F,2016
899,6.0,625.0,Caridad JEREZ,ESPESP,13.26,0.133,100 m H,Heats,F,2016
900,7.0,384.0,Katy SEALY,BIZBIZ,15.79,0.193,100 m H,Heats,F,2016
901,,814.0,Mulern JEAN,HAIHAI,DQ R 168.7b,0.16899999999999998,100 m H,Heats,F,2016
902,1.0,1321.0,Nia ALI,USAUSA,12.76 Q,0.157,100 m H,Heats,F,2016
903,2.0,475.0,Phylicia GEORGE,CANCAN,12.83 Q,0.18600000000000003,100 m H,Heats,F,2016
904,3.0,362.0,Pedrya SEYMOUR,BAHBAH,12.85 Q,0.175,100 m H,Heats,F,2016
905,4.0,532.0,Shuijiao WU,CHNCHN,13.03,0.154,100 m H,Heats,F,2016
906,5.0,427.0,Maíla MACHADO,BRABRA,13.09,0.155,100 m H,Heats,F,2016
907,6.0,327.0,Michelle JENNEKE,AUSAUS,13.26,0.139,100 m H,Heats,F,2016
908,7.0,398.0,Ekaterina POPLAVSKAYA,BLRBLR,13.45,0.188,100 m H,Heats,F,2016
909,8.0,350.0,Beate SCHROTT,AUTAUT,13.47,0.14,100 m H,Heats,F,2016
910,1.0,713.0,Cindy OFILI,GBRGBR,12.75 Q,0.149,100 m H,Heats,F,2016
911,2.0,752.0,Nadine HILDEBRAND,GERGER,12.84 Q,0.16,100 m H,Heats,F,2016
912,3.0,1073.0,Isabelle PEDERSEN,NORNOR,12.86 Q,0.131,100 m H,Heats,F,2016
913,4.0,561.0,Andrea IVANCEVIC,CROCRO,12.90 q,0.155,100 m H,Heats,F,2016
914,5.0,552.0,Brigitte MERLANO,COLCOL,13.09,0.127,100 m H,Heats,F,2016
915,6.0,500.0,Angela WHYTE,CANCAN,13.09,0.154,100 m H,Heats,F,2016
916,7.0,802.0,Elisávet PESIRÍDOU,GREGRE,13.1,0.174,100 m H,Heats,F,2016
917,8.0,932.0,Anastassiya PILIPENKO,KAZKAZ,13.29,0.129,100 m H,Heats,F,2016
918,1.0,774.0,Cindy ROLEDER,GERGER,12.86 Q,0.14,100 m H,Heats,F,2016
919,2.0,719.0,Tiffany PORTER,GBRGBR,12.87 Q,0.14400000000000002,100 m H,Heats,F,2016
920,3.0,909.0,Nickiesha WILSON,JAMJAM,12.89 Q,0.13,100 m H,Heats,F,2016
921,4.0,1211.0,Clélia REUSE-RARD,SUISUI,12.91 q,0.14800000000000002,100 m H,Heats,F,2016
922,5.0,668.0,Cindy BILLAUD,FRAFRA,12.98 q,0.125,100 m H,Heats,F,2016
923,6.0,366.0,Kierre BECKLES,BARBAR,13.01,0.153,100 m H,Heats,F,2016
924,7.0,1299.0,Hanna PLOTITSYNA,UKRUKR,13.12,0.142,100 m H,Heats,F,2016
925,8.0,462.0,Marthe KOALA,BURBUR,13.41,0.14300000000000002,100 m H,Heats,F,2016
926,1.0,1140.0,Jasmine CAMACHO-QUINN,PURPUR,12.70 Q,0.18,100 m H,Heats,F,2016
927,2.0,402.0,Alina TALAY,BLRBLR,12.74 Q,0.157,100 m H,Heats,F,2016
928,3.0,740.0,Pamela DUTKIEWICZ,GERGER,12.90 Q,0.132,100 m H,Heats,F,2016
929,4.0,477.0,Nikkita HOLDER,CANCAN,12.92 q,0.159,100 m H,Heats,F,2016
930,5.0,1051.0,Oluwatobiloba AMUSAN,NGRNGR,12.99 q,0.14300000000000002,100 m H,Heats,F,2016
931,6.0,1104.0,Karolina KOLECZEK,POLPOL,13.04,0.138,100 m H,Heats,F,2016
932,7.0,1307.0,Oksana SHKURAT,UKRUKR,13.22,0.151,100 m H,Heats,F,2016
933,8.0,1081.0,Yvette LEWIS,PANPAN,13.35,0.15,100 m H,Heats,F,2016
934,1.0,1369.0,Brianna ROLLINS,USAUSA,12.54 Q,0.11800000000000001,100 m H,Heats,F,2016
935,2.0,898.0,Megan SIMMONDS,JAMJAM,12.81 Q,0.171,100 m H,Heats,F,2016
936,3.0,677.0,Sandra GOMIS,FRAFRA,13.04 Q,0.159,100 m H,Heats,F,2016
937,4.0,1046.0,Nadine VISSER,NEDNED,13.07,0.124,100 m H,Heats,F,2016
938,5.0,430.0,Fabiana MORÃES,BRABRA,13.22,0.138,100 m H,Heats,F,2016
939,6.0,1389.0,Valentina KIBALNIKOVA,UZBUZB,13.29,0.139,100 m H,Heats,F,2016
940,7.0,1314.0,Olena YANOVSKA,UKRUKR,13.32,0.152,100 m H,Heats,F,2016
941,,736.0,Reïna-Flor OKORI,GEQGEQ,DNS,,100 m H,Heats,F,2016
942,1.0,1181.0,Hafsatu KAMARA,SLESLE,12.24 Q,0.14800000000000002,100 m,Preliminary,F,2016
943,2.0,654.0,Sisila SEAVULA,FIJFIJ,12.34 Q,0.14300000000000002,100 m,Preliminary,F,2016
944,3.0,811.0,Regine TUGADE,GUMGUM,12.52,0.156,100 m,Preliminary,F,2016
945,4.0,810.0,Makoura KEITA,GUIGUI,12.66,0.15,100 m,Preliminary,F,2016
946,5.0,365.0,Shirin AKTER,BANBAN,12.99,0.166,100 m,Preliminary,F,2016
947,6.0,1015.0,Mariana CRESS,MHLMHL,13.2,0.20600000000000002,100 m,Preliminary,F,2016
948,7.0,305.0,Liliana NETO,ANGANG,13.58,0.136,100 m,Preliminary,F,2016
949,8.0,300.0,Kamia YOUSUFI,AFGAFG,14.02,0.21600000000000003,100 m,Preliminary,F,2016
950,1.0,1215.0,Sunayna WAHI,SURSUR,12.09 Q,0.172,100 m,Preliminary,F,2016
951,2.0,544.0,Patricia TAEA,COKCOK,12.30 Q,0.16,100 m,Preliminary,F,2016
952,3.0,1079.0,Mazoon AL-ALAWI,OMAOMA,12.30 q,0.161,100 m,Preliminary,F,2016
953,4.0,559.0,Lidiane LOPES,CPVCPV,12.38,0.154,100 m,Preliminary,F,2016
954,5.0,1232.0,Phumlile NDZINISA,SWZSWZ,12.49,0.13699999999999998,100 m,Preliminary,F,2016
955,6.0,1235.0,Taina HALASIMA,TGATGA,12.8,0.19899999999999998,100 m,Preliminary,F,2016
956,7.0,970.0,Laenly PHOUTTHAVONG,LAOLAO,12.82,0.18600000000000003,100 m,Preliminary,F,2016
957,8.0,690.0,Lerissa HENRY,FSMFSM,13.53,0.163,100 m,Preliminary,F,2016
958,1.0,1018.0,Charlotte WINGFIELD,MLTMLT,11.86 Q,0.14400000000000002,100 m,Preliminary,F,2016
959,2.0,504.0,Cecilia BOUELE,CGOCGO,11.98 Q,0.165,100 m,Preliminary,F,2016
960,3.0,999.0,Zaidatul Husniah ZULKIFLI,MASMAS,12.12 q,0.151,100 m,Preliminary,F,2016
961,4.0,1242.0,Prenam PESSE,TOGTOG,12.38,0.18899999999999997,100 m,Preliminary,F,2016
962,5.0,558.0,Denika KASSIM,COMCOM,12.53,0.192,100 m,Preliminary,F,2016
963,6.0,317.0,Jordan MAGEO,ASAASA,13.72,0.17300000000000001,100 m,Preliminary,F,2016
964,7.0,968.0,Kariman ABULJADAYEL,KSAKSA,14.61,0.205,100 m,Preliminary,F,2016
965,8.0,964.0,Karitaake TEWAAKI,KIRKIR,14.7,0.185,100 m,Preliminary,F,2016
966,1.0,703.0,Desiree HENRY,GBRGBR,11.08 Q,0.126,100 m,Heats,F,2016
967,2.0,539.0,Murielle AHOURÉ,CIVCIV,11.17 Q,0.159,100 m,Heats,F,2016
968,3.0,1300.0,Natalia POHREBNIAK,UKRUKR,11.30 q,0.13,100 m,Heats,F,2016
969,4.0,1127.0,Lorène Dorcas BAZOLO,PORPOR,11.43,0.142,100 m,Heats,F,2016
970,5.0,531.0,Yongli WEI,CHNCHN,11.48,0.154,100 m,Heats,F,2016
971,6.0,444.0,Hajar ALKHALDI,BRNBRN,11.59,0.122,100 m,Heats,F,2016
972,7.0,928.0,Rima KASHAFUTDINOVA,KAZKAZ,11.84,0.174,100 m,Heats,F,2016
973,8.0,654.0,Sisila SEAVULA,FIJFIJ,12.48,0.149,100 m,Heats,F,2016
974,1.0,1039.0,Dafne SCHIPPERS,NEDNED,11.16 Q,0.14300000000000002,100 m,Heats,F,2016
975,2.0,771.0,Tatjana PINTO,GERGER,11.31 Q,0.16399999999999998,100 m,Heats,F,2016
976,3.0,467.0,Khamica BINGHAM,CANCAN,11.41,0.13699999999999998,100 m,Heats,F,2016
977,4.0,794.0,Flings OWUSU-AGYAPONG,GHAGHA,11.43,0.135,100 m,Heats,F,2016
978,5.0,1052.0,Gloria ASUMNU,NGRNGR,11.55,0.139,100 m,Heats,F,2016
979,6.0,555.0,Evelyn RIVERA,COLCOL,11.59,0.161,100 m,Heats,F,2016
980,7.0,813.0,Brenessa THOMPSON,GUYGUY,11.72,0.162,100 m,Heats,F,2016
981,8.0,1181.0,Hafsatu KAMARA,SLESLE,12.22,0.15,100 m,Heats,F,2016
982,1.0,1326.0,Tori BOWIE,USAUSA,11.13 Q,0.142,100 m,Heats,F,2016
983,2.0,1059.0,Blessing OKAGBARE,NGRNGR,11.16 Q,0.154,100 m,Heats,F,2016
984,3.0,613.0,Ángela TENORIO,ECUECU,11.35 q,0.15,100 m,Heats,F,2016
985,4.0,1072.0,Ezinne OKPARAEBO,NORNOR,11.43,0.141,100 m,Heats,F,2016
986,5.0,554.0,Eliecith PALACIOS,COLCOL,11.48,0.172,100 m,Heats,F,2016
987,6.0,878.0,Tahesia HARRIGAN-SCOTT,IVBIVB,11.54,0.149,100 m,Heats,F,2016
988,7.0,1310.0,Khrystyna STUY,UKRUKR,11.57,0.146,100 m,Heats,F,2016
989,8.0,504.0,Cecilia BOUELE,CGOCGO,12.18,0.149,100 m,Heats,F,2016
990,1.0,887.0,Shelly-Ann FRASER-PRYCE,JAMJAM,10.96 Q,0.146,100 m,Heats,F,2016
991,2.0,540.0,Marie-Josee TA LOU,CIVCIV,11.01 Q,0.156,100 m,Heats,F,2016
992,3.0,1206.0,Mujinga KAMBUNDJI,SUISUI,11.19 q,0.149,100 m,Heats,F,2016
993,4.0,611.0,Narcisa LANDAZURI,ECUECU,11.38 q,0.11699999999999999,100 m,Heats,F,2016
994,5.0,360.0,Tynia GAITHER,BAHBAH,11.56,0.154,100 m,Heats,F,2016
995,6.0,589.0,Ramona PAPAIOANNOU,CYPCYP,11.61,0.14,100 m,Heats,F,2016
996,7.0,691.0,Ruddy ZANG MILAMA,GABGAB,11.67,0.151,100 m,Heats,F,2016
997,8.0,1215.0,Sunayna WAHI,SURSUR,12.25,0.11699999999999999,100 m,Heats,F,2016
998,1.0,1323.0,Tianna BARTOLETTA,USAUSA,11.23 Q,0.14800000000000002,100 m,Heats,F,2016
999,2.0,1117.0,Ewa SWOBODA,POLPOL,11.24 Q,0.149,100 m,Heats,F,2016
1000,3.0,1301.0,Olesya POVKH,UKRUKR,11.39 q,0.132,100 m,Heats,F,2016
1001,4.0,1246.0,Kelly-Ann BAPTISTE,TTOTTO,11.42,0.141,100 m,Heats,F,2016
1002,5.0,1057.0,Jennifer MADU,NGRNGR,11.61,0.163,100 m,Heats,F,2016
1003,6.0,1391.0,Nigina SHARIPOVA,UZBUZB,11.68,0.135,100 m,Heats,F,2016
1004,7.0,827.0,Dutee CHAND,INDIND,11.69,0.151,100 m,Heats,F,2016
1005,8.0,544.0,Patricia TAEA,COKCOK,12.41,0.159,100 m,Heats,F,2016
1006,1.0,1245.0,Michelle-Lee AHYE,TTOTTO,11.00 Q,0.153,100 m,Heats,F,2016
1007,2.0,905.0,Christania WILLIAMS,JAMJAM,11.27 Q,0.17,100 m,Heats,F,2016
1008,3.0,718.0,Asha PHILIP,GBRGBR,11.34 q,0.12,100 m,Heats,F,2016
1009,4.0,474.0,Crystal EMMANUEL,CANCAN,11.43,0.162,100 m,Heats,F,2016
1010,5.0,941.0,Viktoriya ZYABKINA,KAZKAZ,11.69,0.15,100 m,Heats,F,2016
1011,6.0,1112.0,Marika POPOWICZ-DRAPALA,POLPOL,11.7,0.136,100 m,Heats,F,2016
1012,7.0,450.0,Iman Essa JASIM,BRNBRN,11.72,0.161,100 m,Heats,F,2016
1013,8.0,1018.0,Charlotte WINGFIELD,MLTMLT,11.9,0.138,100 m,Heats,F,2016
1014,1.0,903.0,Elaine THOMPSON,JAMJAM,11.21 Q,0.174,100 m,Heats,F,2016
1015,2.0,434.0,Rosangela SANTOS,BRABRA,11.25 Q,0.163,100 m,Heats,F,2016
1016,3.0,1249.0,Semoy HACKETT,TTOTTO,11.35 q,0.138,100 m,Heats,F,2016
1017,4.0,1089.0,Toea WISIL,PNGPNG,11.48,0.142,100 m,Heats,F,2016
1018,5.0,936.0,Olga SAFRONOVA,KAZKAZ,11.5,0.14800000000000002,100 m,Heats,F,2016
1019,6.0,1162.0,Alyssa CONLEY,RSARSA,11.57,0.14300000000000002,100 m,Heats,F,2016
1020,7.0,320.0,Melissa BREEN,AUSAUS,11.74,0.14300000000000002,100 m,Heats,F,2016
1021,8.0,1079.0,Mazoon AL-ALAWI,OMAOMA,12.43,0.19899999999999998,100 m,Heats,F,2016
1022,1.0,1343.0,English GARDNER,USAUSA,11.09 Q,0.191,100 m,Heats,F,2016
1023,2.0,1163.0,Carina HORN,RSARSA,11.32 Q,0.158,100 m,Heats,F,2016
1024,3.0,458.0,Ivet LALOVA-COLLIO,BULBUL,11.35 q,0.125,100 m,Heats,F,2016
1025,4.0,711.0,Daryll NEITA,GBRGBR,11.41,0.16899999999999998,100 m,Heats,F,2016
1026,5.0,747.0,Rebekka HAASE,GERGER,11.47,0.175,100 m,Heats,F,2016
1027,6.0,533.0,Qiqi YUAN,CHNCHN,11.56,0.14300000000000002,100 m,Heats,F,2016
1028,7.0,426.0,Franciela KRASUCKI,BRABRA,11.67,0.159,100 m,Heats,F,2016
1029,8.0,999.0,Zaidatul Husniah ZULKIFLI,MASMAS,12.62,0.149,100 m,Heats,F,2016
1030,1.0,1326.0,Tori BOWIE,USAUSA,10.90 Q,0.165,100 m,Semi,F,2016
1031,2.0,1245.0,Michelle-Lee AHYE,TTOTTO,10.90 Q,0.134,100 m,Semi,F,2016
1032,3.0,905.0,Christania WILLIAMS,JAMJAM,10.96 q,0.166,100 m,Semi,F,2016
1033,4.0,539.0,Murielle AHOURÉ,CIVCIV,11.01,0.156,100 m,Semi,F,2016
1034,5.0,613.0,Ángela TENORIO,ECUECU,11.14,0.145,100 m,Semi,F,2016
1035,6.0,1206.0,Mujinga KAMBUNDJI,SUISUI,11.16,0.13,100 m,Semi,F,2016
1036,7.0,1117.0,Ewa SWOBODA,POLPOL,11.18,0.155,100 m,Semi,F,2016
1037,8.0,1301.0,Olesya POVKH,UKRUKR,11.29,0.126,100 m,Semi,F,2016
1038,1.0,887.0,Shelly-Ann FRASER-PRYCE,JAMJAM,10.88 Q,0.151,100 m,Semi,F,2016
1039,2.0,1039.0,Dafne SCHIPPERS,NEDNED,10.90 Q,0.146,100 m,Semi,F,2016
1040,3.0,540.0,Marie-Josee TA LOU,CIVCIV,10.94 q,0.157,100 m,Semi,F,2016
1041,4.0,1323.0,Tianna BARTOLETTA,USAUSA,11,0.141,100 m,Semi,F,2016
1042,5.0,434.0,Rosangela SANTOS,BRABRA,11.23,0.133,100 m,Semi,F,2016
1043,6.0,611.0,Narcisa LANDAZURI,ECUECU,11.27,0.152,100 m,Semi,F,2016
1044,7.0,1300.0,Natalia POHREBNIAK,UKRUKR,11.32,0.138,100 m,Semi,F,2016
1045,8.0,718.0,Asha PHILIP,GBRGBR,11.33,0.124,100 m,Semi,F,2016
1046,1.0,903.0,Elaine THOMPSON,JAMJAM,10.88 Q,0.156,100 m,Semi,F,2016
1047,2.0,1343.0,English GARDNER,USAUSA,10.90 Q,0.158,100 m,Semi,F,2016
1048,3.0,1059.0,Blessing OKAGBARE,NGRNGR,11.09,0.155,100 m,Semi,F,2016
1049,4.0,703.0,Desiree HENRY,GBRGBR,11.09,0.129,100 m,Semi,F,2016
1050,5.0,1249.0,Semoy HACKETT,TTOTTO,11.2,0.146,100 m,Semi,F,2016
1051,6.0,1163.0,Carina HORN,RSARSA,11.2,0.149,100 m,Semi,F,2016
1052,7.0,771.0,Tatjana PINTO,GERGER,11.32,0.175,100 m,Semi,F,2016
1053,,458.0,Ivet LALOVA-COLLIO,BULBUL,DNS,,100 m,Semi,F,2016
1054,1.0,903.0,Elaine THOMPSON,JAMJAM,10.71,0.157,100 m,Final,F,2016
1055,2.0,1326.0,Tori BOWIE,USAUSA,10.83,0.11199999999999999,100 m,Final,F,2016
1056,3.0,887.0,Shelly-Ann FRASER-PRYCE,JAMJAM,10.86,0.138,100 m,Final,F,2016
1057,4.0,540.0,Marie-Josee TA LOU,CIVCIV,10.86,0.136,100 m,Final,F,2016
1058,5.0,1039.0,Dafne SCHIPPERS,NEDNED,10.9,0.134,100 m,Final,F,2016
1059,6.0,1245.0,Michelle-Lee AHYE,TTOTTO,10.92,0.132,100 m,Final,F,2016
1060,7.0,1343.0,English GARDNER,USAUSA,10.94,0.14800000000000002,100 m,Final,F,2016
1061,8.0,905.0,Christania WILLIAMS,JAMJAM,11.8,0.163,100 m,Final,F,2016
1062,1.0,2767.0,Riste PANDEV,MKDMKD,10.72 Q,0.145,100 m,Preliminary,M,2016
1063,2.0,2557.0,Sudirman HADI,INAINA,10.77 Q,0.136,100 m,Preliminary,M,2016
1064,3.0,2827.0,Mohammed ABUKHOUSA,PLEPLE,10.82 q,0.17600000000000002,100 m,Preliminary,M,2016
1065,4.0,2482.0,Holder DA SILVA,GBSGBS,10.97,0.165,100 m,Preliminary,M,2016
1066,5.0,2439.0,Wilfried BINGANGOYE,GABGAB,11.03,0.145,100 m,Preliminary,M,2016
1067,6.0,2544.0,Mohamed Lamine DANSOKO,GUIGUI,11.05,0.145,100 m,Preliminary,M,2016
1068,7.0,2000.0,Abdul Wahab ZAHIRI,AFGAFG,11.56,0.17,100 m,Preliminary,M,2016
1069,8.0,2766.0,Richson SIMEON,MHLMHL,11.81,0.136,100 m,Preliminary,M,2016
1070,1.0,2756.0,Hassan SAAID,MDVMDV,10.43 Q,0.13,100 m,Preliminary,M,2016
1071,2.0,2965.0,Siueni FILIMONE,TGATGA,10.76 Q,0.155,100 m,Preliminary,M,2016
1072,3.0,2769.0,Luke BEZZINA,MLTMLT,11.04,0.16699999999999998,100 m,Preliminary,M,2016
1073,4.0,2078.0,Masbah AHMMED,BANBAN,11.34,0.13699999999999998,100 m,Preliminary,M,2016
1074,5.0,2029.0,Isaac SILAFAU,ASAASA,11.51,0.141,100 m,Preliminary,M,2016
1075,6.0,2704.0,John RUUKA,KIRKIR,11.65,0.17800000000000002,100 m,Preliminary,M,2016
1076,7.0,2015.0,Hermenegildo LEITE,ANGANG,11.65,0.145,100 m,Preliminary,M,2016
1077,1.0,2828.0,Rodman TELTULL,PLWPLW,10.53 Q,0.135,100 m,Preliminary,M,2016
1078,2.0,2921.0,Jin Wei Timothee YAP,SGPSGP,10.84 Q,0.14,100 m,Preliminary,M,2016
1079,3.0,2179.0,Md Fakhri ISMAIL,BRUBRU,10.92 q,0.163,100 m,Preliminary,M,2016
1080,4.0,2928.0,Ismail KAMARA,SLESLE,10.95,0.146,100 m,Preliminary,M,2016
1081,5.0,2438.0,Kapiriel KITSON,FSMFSM,11.42,0.159,100 m,Preliminary,M,2016
1082,6.0,2775.0,Jidou EL MOCTAR,MTNMTN,11.44,0.157,100 m,Preliminary,M,2016
1083,7.0,3012.0,Etimoni TIMUANI,TUVTUV,11.81,0.14300000000000002,100 m,Preliminary,M,2016
1084,1.0,2164.0,Kemarley BROWN,BRNBRN,10.13 Q,0.146,100 m,Heats,M,2016
1085,2.0,2476.0,Chijindu UJAH,GBRGBR,10.13 Q,0.15,100 m,Heats,M,2016
1086,3.0,3053.0,Marvin BRACY,USAUSA,10.16 q,0.155,100 m,Heats,M,2016
1087,4.0,2797.0,Seye OGUNLEWE,NGRNGR,10.26,0.139,100 m,Heats,M,2016
1088,5.0,2882.0,Femi OGUNODE,QATQAT,10.28,0.17,100 m,Heats,M,2016
1089,6.0,2528.0,Sean SAFO-ANTWI,GHAGHA,10.43,0.145,100 m,Heats,M,2016
1090,7.0,2575.0,Reza GHASEMI,IRIIRI,10.47,0.15,100 m,Heats,M,2016
1091,8.0,2067.0,Adrian GRIFFITH,BAHBAH,10.53,0.14300000000000002,100 m,Heats,M,2016
1092,9.0,2179.0,Md Fakhri ISMAIL,BRUBRU,10.95,0.151,100 m,Heats,M,2016
